COHORTE,CAMPUS,FACULTAD,CARRERA,DOMICILIO_CIUDAD,DOMICILIO_COMUNA,DOMICILIO_PROVINCIA,DOMICILIO_REGION_D,GRUPO_ANHO_EGRESO,UNIDAD_EDUCATIVA,DEPENDENCIA,TIPO_EDUCACION,POSICION_LISTA_POST,GRUPO_ED_PADRES,SEXO,COMUNA_COLEGIO,REGION_COLEGIO,1RA_PREFERENCIA,PTJE_LENGUAJE,PTJE_MATEMATICAS,PTJE_NEM,FINANCIAMIENTO,GRATUIDAD,TRABAJA_Y_ESTUDIA,HIJOS,DISCAPACIDAD,SITUACION_DE_POSTULACION,CERCANIA,DESERTA_1ER_ANHO,AMBAS_PRUEBAS,MAX_PTJE,EDAD_EGRESO_COLEGIO,EDAD_INGRESO_UNIV
2020,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL MECATRONICA,LINARES,LINARES,CAUQUENES,REGION DEL MAULE,ANOS ANTERIORES,1,MUNICIPAL,CIENTIFICO HUMANISTA,26,ALGUNO PROFESIONAL,HOMBRE,LINARES,7,1,639,620,629,NO,NO,No,No,No,SELECCIONADO,LEJOS,0,0,LENGUAJE,18,25
2020,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL MECANICA,CURICO,CURICO,CURICO,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,27,ALGUNO PROFESIONAL,HOMBRE,SAN BERNARDO,13,1,553,608,548,SI,NO,Si,No,No,SELECCIONADO,CERCA,0,1,MATEMATICAS,18,25
2020,SANTIAGO,FACULTAD DE ECONOMIA Y NEGOCIOS,INGENIERIA COMERCIAL- SANTIAGO,IQUIQUE,IQUIQUE,IQUIQUE,REGION DE TARAPACA,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,22,NINGUNO PROFESIONAL,MUJER,IQUIQUE,1,1,612,636,502,SI,SI,Si,No,No,SELECCIONADO,LEJOS,0,0,MATEMATICAS,18,25
2020,TALCA,"FACULTAD DE ARQUITECTURA, MUSICA Y DISENO",LICENCIATURA EN INTERPRETACION Y FORMACION MUSICAL ESPECIALIZADA,TALCA,TALCA,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,20,NINGUNO PROFESIONAL,MUJER,TALCA,7,1,602,557,718,SI,NO,No,No,No,SELECCIONADO,CERCA,0,1,HISTORIA,18,25
2020,TALCA,FACULTAD DE CIENCIAS DE LA SALUD,KINESIOLOGIA,TALCA,TALCA,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,3,NINGUNO PROFESIONAL,HOMBRE,TALCA,7,0,609,752,707,SI,NO,No,No,No,SELECCIONADO,CERCA,0,1,MATEMATICAS,17,24
2020,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,AUDITORIA E INGENIERIA EN CONTROL DE GESTION-TALCA,CURICO,CURICO,CURICO,REGION DEL MAULE,ANOS ANTERIORES,1,MUNICIPAL,CIENTIFICO HUMANISTA,57,AMBOS PROFESIONALES,HOMBRE,HUALANE,7,1,696,598,608,SI,SI,Si,No,No,SELECCIONADO,LEJOS,0,1,LENGUAJE,17,24
2020,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,CONTADOR PUBLICO Y AUDITOR,TALCA,TALCA,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,49,NINGUNO PROFESIONAL,HOMBRE,TALCA,7,1,631,560,559,NO,NO,Si,No,No,LISTA DE ESPERA,CERCA,0,0,LENGUAJE,17,24
2020,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,INGENIERIA COMERCIAL,RENGO,RENGO,CACHAPOAL,REGION DEL LIBERTADOR BERNARDO OHIGGINS,ANOS ANTERIORES,1,MUNICIPAL,CIENTIFICO HUMANISTA,14,ALGUNO PROFESIONAL,HOMBRE,RENGO,6,1,637,598,714,NO,NO,No,No,No,SELECCIONADO,LEJOS,0,0,HISTORIA,18,25
2020,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,INGENIERIA COMERCIAL,TALCA,TALCA,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR PAGADO,CIENTIFICO HUMANISTA,17,ALGUNO PROFESIONAL,HOMBRE,TALCA,7,1,676,644,707,NO,NO,No,No,No,SELECCIONADO,CERCA,0,0,HISTORIA,18,25
2020,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,INGENIERIA EN INFORMATICA EMPRESARIAL,TALCA,TALCA,TALCA,REGION DEL MAULE,ANOS ANTERIORES,3,MUNICIPAL,TECNICO PROFESIONAL,46,NINGUNO PROFESIONAL,HOMBRE,TALCA,7,0,577,564,464,SI,SI,Si,No,No,SELECCIONADO,CERCA,0,1,LENGUAJE,18,25
2020,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,INGENIERIA EN INFORMATICA EMPRESARIAL,TALCA,TALCA,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,39,NINGUNO PROFESIONAL,HOMBRE,TALCA,7,1,549,572,513,SI,NO,Si,No,No,SELECCIONADO,CERCA,0,0,MATEMATICAS,18,25
2020,TALCA,FACULTAD DE INGENIERIA,INGENIERIA EN DESARROLLO DE VIDEOJUEGOS Y REALIDAD VIRTUAL,SANTIAGO,LO BARNECHEA,CORDILLERA,REGION METROPOLITANA DE SANTIAGO,ANOS ANTERIORES,1,PARTICULAR PAGADO,CIENTIFICO HUMANISTA,3,AMBOS PROFESIONALES,HOMBRE,LAS CONDES,13,1,731,673,798,NO,NO,No,No,No,SELECCIONADO,LEJOS,0,0,CIENCIAS,18,25
2020,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL EN COMPUTACION,CURICO,CURICO,CURICO,REGION DEL MAULE,ANOS ANTERIORES,2,PARTICULAR SUBVENCIONADO,TECNICO PROFESIONAL,64,NINGUNO PROFESIONAL,HOMBRE,CURICO,7,1,549,584,508,NO,NO,Si,No,No,LISTA DE ESPERA,CERCA,0,1,CIENCIAS,18,24
2020,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL ELECTRICA,CURICO,CURICO,CURICO,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,9,NINGUNO PROFESIONAL,MUJER,CURICO,7,1,676,598,676,SI,NO,No,No,No,SELECCIONADO,CERCA,0,0,CIENCIAS,17,23
2020,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL ELECTRICA,SAN FERNANDO,SAN FERNANDO,CARDENAL CARO,REGION DEL LIBERTADOR BERNARDO OHIGGINS,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,29,AMBOS PROFESIONALES,HOMBRE,SAN FERNANDO,6,1,606,680,565,SI,SI,Si,No,No,SELECCIONADO,LEJOS,0,0,MATEMATICAS,17,23
2020,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL INDUSTRIAL,CURICO,CURICO,CURICO,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,100,NINGUNO PROFESIONAL,HOMBRE,VALPARAISO,5,1,606,595,608,SI,NO,Si,No,No,SELECCIONADO,CERCA,0,1,HISTORIA,18,24
2020,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL MECATRONICA,CURICO,MOLINA,CURICO,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,31,NINGUNO PROFESIONAL,HOMBRE,MOLINA,7,1,547,624,629,SI,NO,No,No,No,SELECCIONADO,CERCA,0,0,MATEMATICAS,18,24
2020,LINARES,FACULTAD DE CIENCIAS DE LA EDUCACION,"PEDAGOGIA EN EDUCACION GENERAL BASICA,MENCION INGLES",PARRAL,PARRAL,CAUQUENES,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,7,AMBOS PROFESIONALES,MUJER,PARRAL,7,1,531,550,534,SI,SI,Si,Si,No,SELECCIONADO,LEJOS,0,1,CIENCIAS,18,24
2020,LINARES,FACULTAD DE CIENCIAS DE LA EDUCACION,PEDAGOGIA EN EDUCACION MEDIA EN INGLES,LINARES,LINARES,CAUQUENES,REGION DEL MAULE,ANOS ANTERIORES,3,MUNICIPAL,TECNICO PROFESIONAL,19,NINGUNO PROFESIONAL,MUJER,LINARES,7,1,620,487,497,SI,SI,No,No,No,SELECCIONADO,CERCA,0,0,LENGUAJE,19,25
2020,LINARES,FACULTAD DE CIENCIAS DE LA EDUCACION,"PEDAGOGIA EN EDUCACION PARVULARIA,MENCION INGLES",LONGAVI,LONGAVI,CAUQUENES,REGION DEL MAULE,ANOS ANTERIORES,1,MUNICIPAL,CIENTIFICO HUMANISTA,3,NINGUNO PROFESIONAL,MUJER,LINARES,7,1,563,519,661,NO,NO,No,No,No,SELECCIONADO,LEJOS,0,1,HISTORIA,18,24
2020,LINARES,FACULTAD DE CIENCIAS DE LA EDUCACION,"PEDAGOGIA EN EDUCACION PARVULARIA,MENCION INGLES",LINARES,YERBAS BUENAS,CAUQUENES,REGION DEL MAULE,ANOS ANTERIORES,5,MUNICIPAL,TECNICO PROFESIONAL,9,NINGUNO PROFESIONAL,MUJER,SAN JAVIER,7,1,494,576,577,SI,SI,No,Si,No,SELECCIONADO,CERCA,0,1,HISTORIA,17,23
2020,LINARES,FACULTAD DE CIENCIAS DE LA EDUCACION,"PEDAGOGIA EN EDUCACION PARVULARIA,MENCION INGLES",RANCAGUA,GRANEROS,CACHAPOAL,REGION DEL LIBERTADOR BERNARDO OHIGGINS,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,23,AMBOS PROFESIONALES,MUJER,RANCAGUA,6,0,535,479,402,SI,SI,No,No,No,SELECCIONADO,LEJOS,0,0,LENGUAJE,17,23
2020,SANTIAGO,FACULTAD DE CIENCIAS JURIDICAS Y SOCIALES,ADMINISTRACION PUBLICA,SANTIAGO,SANTIAGO,CORDILLERA,REGION METROPOLITANA DE SANTIAGO,ANOS ANTERIORES,1,MUNICIPAL,TECNICO PROFESIONAL,26,NINGUNO PROFESIONAL,HOMBRE,SANTIAGO,13,1,644,559,405,SI,SI,Si,No,No,SELECCIONADO,CERCA,0,0,LENGUAJE,19,25
2020,SANTIAGO,FACULTAD DE ECONOMIA Y NEGOCIOS,INGENIERIA COMERCIAL- SANTIAGO,SANTIAGO,LO PRADO,CORDILLERA,REGION METROPOLITANA DE SANTIAGO,ANOS ANTERIORES,1,MUNICIPAL,CIENTIFICO HUMANISTA,6,ALGUNO PROFESIONAL,HOMBRE,SANTIAGO,13,1,560,697,591,SI,SI,Si,No,No,SELECCIONADO,CERCA,0,0,MATEMATICAS,18,24
2020,TALCA,FACULTAD DE CIENCIAS DE LA SALUD,NUTRICION Y DIETETICA,TALCA,TALCA,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,MUNICIPAL,CIENTIFICO HUMANISTA,31,NINGUNO PROFESIONAL,HOMBRE,TALCA,7,1,557,631,633,SI,SI,No,No,Si,SELECCIONADO,CERCA,0,0,MATEMATICAS,18,24
2020,TALCA,FACULTAD DE CIENCIAS DE LA SALUD,OBSTETRICIA Y PUERICULTURA,TALCA,TALCA,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,81,AMBOS PROFESIONALES,MUJER,TALCA,7,0,731,665,644,NO,NO,No,No,No,LISTA DE ESPERA,CERCA,0,0,LENGUAJE,17,23
2020,TALCA,FACULTAD DE CIENCIAS DE LA SALUD,ODONTOLOGIA,LINARES,SAN JAVIER,CAUQUENES,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,67,NINGUNO PROFESIONAL,HOMBRE,SAN JAVIER,7,1,629,588,739,NO,NO,Si,No,No,SELECCIONADO,LEJOS,0,0,LENGUAJE,18,24
2020,TALCA,FACULTAD DE CIENCIAS JURIDICAS Y SOCIALES,ADMINISTRACION PUBLICA- TALCA,TALCA,TALCA,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,MUNICIPAL,CIENTIFICO HUMANISTA,34,ALGUNO PROFESIONAL,HOMBRE,TALCA,7,1,536,576,629,SI,SI,Si,No,No,LISTA DE ESPERA,CERCA,0,1,HISTORIA,17,23
2020,TALCA,FACULTAD DE CIENCIAS JURIDICAS Y SOCIALES,DERECHO,TALCA,TALCA,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,99,NINGUNO PROFESIONAL,MUJER,TALCA,7,1,652,508,677,NO,NO,No,No,No,SELECCIONADO,CERCA,0,0,HISTORIA,20,26
2020,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,CONTADOR PUBLICO Y AUDITOR,CURICO,MOLINA,CURICO,REGION DEL MAULE,ANOS ANTERIORES,2,PARTICULAR SUBVENCIONADO,TECNICO PROFESIONAL,54,ALGUNO PROFESIONAL,HOMBRE,CURICO,7,1,647,593,508,SI,NO,No,No,No,LISTA DE ESPERA,LEJOS,0,1,LENGUAJE,18,24
2020,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,INGENIERIA COMERCIAL,RENGO,RENGO,CACHAPOAL,REGION DEL LIBERTADOR BERNARDO OHIGGINS,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,105,ALGUNO PROFESIONAL,MUJER,RENGO,6,1,617,601,597,SI,NO,No,No,No,SELECCIONADO,LEJOS,0,1,LENGUAJE,18,24
2020,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,INGENIERIA COMERCIAL,CURICO,CURICO,CURICO,REGION DEL MAULE,ANOS ANTERIORES,1,MUNICIPAL,CIENTIFICO HUMANISTA,135,NINGUNO PROFESIONAL,HOMBRE,CURICO,7,1,545,564,601,NO,NO,Si,No,No,SELECCIONADO,LEJOS,0,1,HISTORIA,18,24
2020,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,INGENIERIA COMERCIAL,CURICO,CURICO,CURICO,REGION DEL MAULE,ANOS ANTERIORES,2,MUNICIPAL,TECNICO PROFESIONAL,41,ALGUNO PROFESIONAL,MUJER,CURICO,7,1,676,585,630,NO,NO,Si,No,No,SELECCIONADO,LEJOS,0,1,HISTORIA,17,23
2020,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,INGENIERIA EN INFORMATICA EMPRESARIAL,CURICO,TENO,CURICO,REGION DEL MAULE,ANOS ANTERIORES,3,MUNICIPAL,TECNICO PROFESIONAL,5,NINGUNO PROFESIONAL,HOMBRE,CURICO,7,1,577,622,687,SI,SI,Si,No,No,SELECCIONADO,LEJOS,0,1,HISTORIA,17,23
2020,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL EN OBRAS CIVILES,PARRAL,PARRAL,CAUQUENES,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,36,NINGUNO PROFESIONAL,HOMBRE,PARRAL,7,1,563,644,580,NO,NO,No,No,No,SELECCIONADO,LEJOS,0,0,MATEMATICAS,18,23
2020,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL EN OBRAS CIVILES,CURICO,CURICO,CURICO,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR PAGADO,CIENTIFICO HUMANISTA,45,AMBOS PROFESIONALES,HOMBRE,CURICO,7,1,614,643,515,NO,NO,Si,Si,No,SELECCIONADO,CERCA,0,0,MATEMATICAS,17,22
2020,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL MECATRONICA,SANTA CRUZ,SANTA CRUZ,CARDENAL CARO,REGION DEL LIBERTADOR BERNARDO OHIGGINS,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,46,NINGUNO PROFESIONAL,HOMBRE,SANTA CRUZ,6,1,634,643,523,NO,NO,No,No,No,SELECCIONADO,LEJOS,0,0,MATEMATICAS,18,23
2020,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL MECANICA,CURICO,CURICO,CURICO,REGION DEL MAULE,ANOS ANTERIORES,5,MUNICIPAL,TECNICO PROFESIONAL,17,NINGUNO PROFESIONAL,HOMBRE,CURICO,7,1,579,508,655,SI,SI,No,No,No,SELECCIONADO,CERCA,0,0,LENGUAJE,17,22
2020,LINARES,FACULTAD DE CIENCIAS DE LA EDUCACION,"PEDAGOGIA EN EDUCACION PARVULARIA,MENCION INGLES",CURICO,CURICO,CURICO,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,24,ALGUNO PROFESIONAL,MUJER,CURICO,7,0,452,560,440,SI,SI,Si,No,No,SELECCIONADO,LEJOS,0,1,MATEMATICAS,19,24
2020,LINARES,FACULTAD DE CIENCIAS DE LA EDUCACION,"PEDAGOGIA EN EDUCACION PARVULARIA,MENCION INGLES",TALCA,MAULE,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,4,NINGUNO PROFESIONAL,MUJER,TALCA,7,1,517,487,633,SI,SI,No,No,No,SELECCIONADO,LEJOS,0,0,HISTORIA,17,22
2020,SANTIAGO,FACULTAD DE ECONOMIA Y NEGOCIOS,INGENIERIA COMERCIAL- SANTIAGO,RANCAGUA,PEUMO,CACHAPOAL,REGION DEL LIBERTADOR BERNARDO OHIGGINS,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,9,ALGUNO PROFESIONAL,HOMBRE,SAN VICENTE,6,1,538,710,548,NO,NO,No,No,No,SELECCIONADO,LEJOS,0,1,MATEMATICAS,18,23
2020,SANTIAGO-LBI,FACULTAD DE CIENCIAS DE LA EDUCACION,PEDAGOGIA EN EDUCACION MEDIA EN ALEMAN,SANTIAGO,LA FLORIDA,CORDILLERA,REGION METROPOLITANA DE SANTIAGO,ANOS ANTERIORES,1,PARTICULAR PAGADO,CIENTIFICO HUMANISTA,4,AMBOS PROFESIONALES,HOMBRE,PROVIDENCIA,13,1,673,524,455,NO,NO,Si,No,Si,SELECCIONADO,CERCA,0,0,LENGUAJE,18,23
2020,SANTIAGO-LBI,FACULTAD DE CIENCIAS DE LA EDUCACION,PEDAGOGIA EN EDUCACION PARVULARIA CON MENCION EN ALEMAN,SANTIAGO,MAIPU,CORDILLERA,REGION METROPOLITANA DE SANTIAGO,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,3,AMBOS PROFESIONALES,MUJER,MAIPU,13,1,589,578,451,NO,NO,No,No,Si,SELECCIONADO,CERCA,0,0,LENGUAJE,17,22
2020,TALCA,"FACULTAD DE ARQUITECTURA, MUSICA Y DISENO",DISENO,TALCA,CUREPTO,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,MUNICIPAL,CIENTIFICO HUMANISTA,12,NINGUNO PROFESIONAL,HOMBRE,CUREPTO,7,1,644,589,608,SI,SI,Si,No,No,SELECCIONADO,CERCA,0,0,LENGUAJE,17,22
2020,TALCA,"FACULTAD DE ARQUITECTURA, MUSICA Y DISENO",DISENO,TALCA,TALCA,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,MUNICIPAL,CIENTIFICO HUMANISTA,27,NINGUNO PROFESIONAL,MUJER,CALERA DE TANGO,13,0,611,435,601,NO,NO,Si,No,No,SELECCIONADO,CERCA,0,0,HISTORIA,17,22
2020,TALCA,"FACULTAD DE ARQUITECTURA, MUSICA Y DISENO",DISENO,CURICO,CURICO,CURICO,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,20,NINGUNO PROFESIONAL,HOMBRE,CURICO,7,1,600,570,608,NO,NO,No,No,No,SELECCIONADO,LEJOS,1,0,HISTORIA,17,22
2020,TALCA,FACULTAD DE CIENCIAS DE LA SALUD,FONOAUDIOLOGIA,SAN FERNANDO,SAN FERNANDO,CARDENAL CARO,REGION DEL LIBERTADOR BERNARDO OHIGGINS,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,40,NINGUNO PROFESIONAL,MUJER,SAN FERNANDO,6,0,693,479,565,SI,SI,Si,Si,No,SELECCIONADO,LEJOS,0,0,LENGUAJE,18,23
2020,TALCA,FACULTAD DE CIENCIAS DE LA SALUD,FONOAUDIOLOGIA,CURICO,MOLINA,CURICO,REGION DEL MAULE,ANOS ANTERIORES,1,MUNICIPAL,CIENTIFICO HUMANISTA,35,NINGUNO PROFESIONAL,MUJER,ANTOFAGASTA,2,0,629,472,597,SI,NO,Si,No,No,SELECCIONADO,LEJOS,0,1,HISTORIA,17,22
2020,TALCA,FACULTAD DE CIENCIAS DE LA SALUD,FONOAUDIOLOGIA,TALCA,TALCA,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,55,NINGUNO PROFESIONAL,MUJER,TALCA,7,0,493,535,591,SI,SI,No,No,No,SELECCIONADO,CERCA,0,0,MATEMATICAS,17,22
2020,TALCA,FACULTAD DE CIENCIAS DE LA SALUD,NUTRICION Y DIETETICA,TALCA,TALCA,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,MUNICIPAL,CIENTIFICO HUMANISTA,4,ALGUNO PROFESIONAL,MUJER,TALCA,7,1,652,615,745,SI,SI,No,No,No,SELECCIONADO,CERCA,0,0,CIENCIAS,18,23
2020,TALCA,FACULTAD DE CIENCIAS DE LA SALUD,TECNOLOGIA MEDICA,TALCA,TALCA,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR PAGADO,CIENTIFICO HUMANISTA,61,AMBOS PROFESIONALES,HOMBRE,TALCA,7,1,655,709,661,SI,NO,No,No,No,LISTA DE ESPERA,CERCA,0,0,CIENCIAS,17,22
2020,TALCA,FACULTAD DE CIENCIAS DE LA SALUD,TECNOLOGIA MEDICA,CURICO,CURICO,CURICO,REGION DEL MAULE,ANOS ANTERIORES,4,MUNICIPAL,TECNICO PROFESIONAL,44,NINGUNO PROFESIONAL,HOMBRE,SANTA CRUZ,6,1,749,692,672,NO,NO,Si,No,No,SELECCIONADO,LEJOS,1,1,LENGUAJE,17,22
2020,TALCA,FACULTAD DE CIENCIAS JURIDICAS Y SOCIALES,DERECHO,CURICO,MOLINA,CURICO,REGION DEL MAULE,ANOS ANTERIORES,1,MUNICIPAL,CIENTIFICO HUMANISTA,20,NINGUNO PROFESIONAL,HOMBRE,MOLINA,7,1,724,535,718,SI,SI,No,No,No,SELECCIONADO,LEJOS,0,1,HISTORIA,18,23
2020,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,AUDITORIA E INGENIERIA EN CONTROL DE GESTION-TALCA,TALCA,SAN CLEMENTE,TALCA,REGION DEL MAULE,ANOS ANTERIORES,3,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,58,ALGUNO PROFESIONAL,HOMBRE,TALCA,7,1,652,632,587,SI,SI,No,No,No,SELECCIONADO,CERCA,0,0,LENGUAJE,18,23
2020,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,INGENIERIA COMERCIAL,TALCA,TALCA,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,MUNICIPAL,CIENTIFICO HUMANISTA,157,NINGUNO PROFESIONAL,HOMBRE,TALCA,7,1,555,573,580,NO,NO,Si,No,No,LISTA DE ESPERA,CERCA,0,0,HISTORIA,18,23
2020,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,INGENIERIA COMERCIAL,TALCA,TALCA,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR PAGADO,CIENTIFICO HUMANISTA,13,AMBOS PROFESIONALES,MUJER,TALCA,7,1,655,589,735,NO,NO,Si,No,No,SELECCIONADO,CERCA,0,0,HISTORIA,18,23
2020,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,INGENIERIA COMERCIAL,LINARES,LINARES,CAUQUENES,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,90,AMBOS PROFESIONALES,MUJER,LINARES,7,1,544,611,597,SI,NO,No,No,No,SELECCIONADO,LEJOS,0,1,HISTORIA,17,22
2020,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,INGENIERIA COMERCIAL,LONGAVI,LONGAVI,CAUQUENES,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,5,AMBOS PROFESIONALES,MUJER,LINARES,7,1,795,654,729,SI,NO,No,No,No,SELECCIONADO,LEJOS,0,1,HISTORIA,17,22
2020,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,INGENIERIA COMERCIAL,CURICO,CURICO,CURICO,REGION DEL MAULE,ANOS ANTERIORES,1,MUNICIPAL,CIENTIFICO HUMANISTA,156,ALGUNO PROFESIONAL,HOMBRE,LA CISTERNA,13,1,622,579,534,SI,SI,No,No,No,LISTA DE ESPERA,LEJOS,0,0,LENGUAJE,17,22
2020,TALCA,FACULTAD DE INGENIERIA,INGENIERIA EN DESARROLLO DE VIDEOJUEGOS Y REALIDAD VIRTUAL,LINARES,SAN JAVIER,CAUQUENES,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,56,NINGUNO PROFESIONAL,HOMBRE,SAN JAVIER,7,1,666,589,570,SI,SI,No,No,No,LISTA DE ESPERA,LEJOS,0,1,LENGUAJE,17,22
2020,TALCA,FACULTAD DE PSICOLOGIA,PSICOLOGIA,SANTA CRUZ,SANTA CRUZ,CARDENAL CARO,REGION DEL LIBERTADOR BERNARDO OHIGGINS,ANOS ANTERIORES,1,MUNICIPAL,CIENTIFICO HUMANISTA,26,AMBOS PROFESIONALES,HOMBRE,SANTA CRUZ,6,1,629,577,707,SI,NO,Si,No,No,SELECCIONADO,LEJOS,0,1,HISTORIA,18,23
2020,TALCA,FACULTAD DE PSICOLOGIA,PSICOLOGIA,TALCA,TALCA,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR PAGADO,CIENTIFICO HUMANISTA,39,AMBOS PROFESIONALES,HOMBRE,TALCA,7,1,731,533,697,SI,NO,No,No,No,SELECCIONADO,CERCA,0,0,LENGUAJE,18,23
2020,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL EN COMPUTACION,CURICO,CURICO,CURICO,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,30,AMBOS PROFESIONALES,HOMBRE,CURICO,7,1,627,656,587,SI,SI,No,No,No,SELECCIONADO,CERCA,0,0,MATEMATICAS,18,22
2020,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL EN COMPUTACION,CURICO,CURICO,CURICO,REGION DEL MAULE,ANOS ANTERIORES,3,MUNICIPAL,TECNICO PROFESIONAL,55,NINGUNO PROFESIONAL,MUJER,CURICO,7,0,535,517,588,NO,NO,Si,No,No,SELECCIONADO,CERCA,1,0,LENGUAJE,18,22
